,Unnamed: 0,datetime,sensor_val,Air_Temp,Solar_radiation,humidity,Precipitation Intensity mm/h,Total Precipitation Millimeters,TAN,Nitrite,Nitrate,Water_temp,pH,takeout_kg,biomass_kg,ideal_biomass_kg,biomass_kg_1day,biomass_kg_3day,biomass_kg_day
382,382,2021-11-15 09:54:09,24992,12.2,0,82,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.45,42.65,0.0,0.0,0
383,383,2021-11-15 10:09:12,23929,12.1,0,82,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.46,42.66,42.46,42.46,0
384,384,2021-11-15 10:24:15,20984,12.1,0,83,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.47,42.67,0.0,0.0,0
385,385,2021-11-15 10:39:18,21922,12.2,0,82,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.48,42.68,0.0,0.0,0
386,386,2021-11-15 10:54:21,21976,12.0,1,84,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.49,42.69,0.0,0.0,0
387,387,2021-11-15 11:09:24,19511,11.9,3,84,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.54,42.74,0.0,0.0,0
388,388,2021-11-15 11:24:27,22477,11.9,13,85,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.59,42.79,0.0,0.0,0
389,389,2021-11-15 11:39:34,26134,12.0,38,85,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.64,42.84,0.0,0.0,0
390,390,2021-11-15 11:54:34,21195,12.1,41,85,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.7,42.9,0.0,0.0,0
391,391,2021-11-15 12:09:37,19279,12.2,44,85,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.75,42.95,0.0,0.0,0
392,392,2021-11-15 12:24:40,18977,12.3,82,85,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.81,43.01,0.0,0.0,0
393,393,2021-11-15 12:39:43,21084,12.5,95,84,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.87,43.07,0.0,0.0,0
394,394,2021-11-15 12:54:46,21154,13.1,264,83,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,42.93,43.13,0.0,0.0,0
395,395,2021-11-15 13:09:49,24704,14.4,372,79,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.01,43.21,0.0,0.0,0
396,396,2021-11-15 13:24:52,23821,15.4,233,75,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.09,43.29,0.0,0.0,0
397,397,2021-11-15 13:39:56,19231,16.0,377,74,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.17,43.37,0.0,0.0,0
398,398,2021-11-15 13:54:59,23370,16.7,363,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.25,43.45,0.0,0.0,0
399,399,2021-11-15 14:10:02,17127,17.7,448,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.34,43.54,0.0,0.0,0
400,400,2021-11-15 14:25:05,20894,18.9,595,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.43,43.62,0.0,0.0,0
401,401,2021-11-15 14:40:08,23632,19.9,626,69,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.52,43.72,0.0,0.0,0
402,402,2021-11-15 14:55:11,23134,20.1,652,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.62,43.82,0.0,0.0,0
403,403,2021-11-15 15:10:14,20440,20.3,677,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.71,43.91,0.0,0.0,0
404,404,2021-11-15 15:25:17,22638,20.7,696,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.81,44.01,0.0,0.0,0
405,405,2021-11-15 15:40:20,24825,21.0,714,70,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,43.91,44.11,0.0,0.0,0
406,406,2021-11-15 15:55:23,26922,21.1,726,69,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.0,44.2,0.0,0.0,0
407,407,2021-11-15 16:10:26,21053,21.4,733,68,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.1,44.3,0.0,0.0,0
408,408,2021-11-15 16:25:30,20397,21.5,736,68,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.2,44.4,0.0,0.0,0
409,409,2021-11-15 16:40:33,26139,21.9,736,66,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.29,44.5,0.0,0.0,0
410,410,2021-11-15 16:55:36,26480,21.9,729,67,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.39,44.59,0.0,0.0,0
411,411,2021-11-15 17:10:40,21988,22.2,718,67,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.48,44.69,0.0,0.0,0
412,412,2021-11-15 17:25:42,22834,22.0,705,68,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.58,44.78,0.0,0.0,0
413,413,2021-11-15 17:40:46,18370,22.0,684,68,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.67,44.88,0.0,0.0,0
414,414,2021-11-15 17:55:49,20247,22.2,661,68,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.77,44.98,0.0,0.0,0
415,415,2021-11-15 18:10:52,23283,22.0,632,69,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.86,45.07,0.0,0.0,0
416,416,2021-11-15 18:25:55,22020,21.9,599,69,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,44.95,45.16,0.0,0.0,0
417,417,2021-11-15 18:40:58,21090,21.7,563,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.05,45.26,0.0,0.0,0
418,418,2021-11-15 18:56:01,22045,21.7,524,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.14,45.35,0.0,0.0,0
419,419,2021-11-15 19:11:04,23241,21.5,482,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.23,45.44,0.0,0.0,0
420,420,2021-11-15 19:26:07,24502,21.4,438,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.31,45.52,0.0,0.0,0
421,421,2021-11-15 19:41:10,23728,21.3,392,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.4,45.61,0.0,0.0,0
422,422,2021-11-15 19:56:13,26555,21.1,343,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.48,45.69,0.0,0.0,0
423,423,2021-11-15 20:11:16,24108,21.1,293,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.56,45.77,0.0,0.0,0
424,424,2021-11-15 20:26:19,28251,20.9,242,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.63,45.85,0.0,0.0,0
425,425,2021-11-15 20:41:22,23887,20.8,191,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.71,45.92,0.0,0.0,0
426,426,2021-11-15 20:56:25,19411,20.5,141,72,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.77,45.99,0.0,0.0,0
427,427,2021-11-15 21:11:28,28169,20.3,93,73,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.83,46.05,0.0,0.0,0
428,428,2021-11-15 21:26:31,22992,20.1,51,74,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.89,46.11,0.0,0.0,0
429,429,2021-11-15 21:41:34,24556,19.7,16,75,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.94,46.16,0.0,0.0,0
430,430,2021-11-15 21:56:37,25466,19.4,3,76,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,45.99,46.21,0.0,0.0,0
431,431,2021-11-15 22:11:40,22574,19.0,0,77,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.04,46.26,0.0,0.0,0
432,432,2021-11-15 22:26:43,18980,18.5,0,79,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.05,46.27,0.0,0.0,0
433,433,2021-11-15 22:41:46,23007,18.1,0,80,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.06,46.27,0.0,0.0,0
434,434,2021-11-15 22:56:49,21683,17.8,0,81,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.06,46.28,0.0,0.0,0
435,435,2021-11-15 23:11:52,20994,17.6,0,81,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.07,46.29,0.0,0.0,0
436,436,2021-11-15 23:26:55,25827,17.5,0,81,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.09,46.31,0.0,0.0,0
437,437,2021-11-15 23:41:58,20665,17.5,0,81,0.0,0.0,0.0,0.113,8.6,22.5,8.13,0.0,46.11,46.33,0.0,0.0,0
